orderID,orderDate,shipCountry
10883,1998-02-12 00:00:00.000,USA
10884,1998-02-12 00:00:00.000,USA
10885,1998-02-12 00:00:00.000,Belgium
10886,1998-02-13 00:00:00.000,Brazil
10887,1998-02-13 00:00:00.000,Spain
10888,1998-02-16 00:00:00.000,Spain
10889,1998-02-16 00:00:00.000,USA
10890,1998-02-16 00:00:00.000,France
10891,1998-02-17 00:00:00.000,Germany
10892,1998-02-17 00:00:00.000,Belgium
10893,1998-02-18 00:00:00.000,Germany
10894,1998-02-18 00:00:00.000,USA
10895,1998-02-18 00:00:00.000,Austria
10896,1998-02-19 00:00:00.000,Belgium
10897,1998-02-19 00:00:00.000,Ireland
10898,1998-02-20 00:00:00.000,Argentina
10899,1998-02-20 00:00:00.000,Venezuela
10900,1998-02-20 00:00:00.000,Brazil
10901,1998-02-23 00:00:00.000,Venezuela
10902,1998-02-23 00:00:00.000,Sweden
10903,1998-02-24 00:00:00.000,Brazil
10904,1998-02-24 00:00:00.000,USA
10905,1998-02-24 00:00:00.000,Brazil
10906,1998-02-25 00:00:00.000,Poland
10907,1998-02-25 00:00:00.000,France
10908,1998-02-26 00:00:00.000,Italy
10909,1998-02-26 00:00:00.000,Norway
10910,1998-02-26 00:00:00.000,Finland
10911,1998-02-26 00:00:00.000,Spain
10912,1998-02-26 00:00:00.000,Ireland
10913,1998-02-26 00:00:00.000,Brazil
10914,1998-02-27 00:00:00.000,Brazil
10915,1998-02-27 00:00:00.000,Mexico
10916,1998-02-27 00:00:00.000,Argentina
10917,1998-03-02 00:00:00.000,Spain
10918,1998-03-02 00:00:00.000,Canada
10919,1998-03-02 00:00:00.000,Venezuela
10920,1998-03-03 00:00:00.000,UK
10921,1998-03-03 00:00:00.000,Denmark
10922,1998-03-03 00:00:00.000,Brazil
10923,1998-03-03 00:00:00.000,France
10924,1998-03-04 00:00:00.000,Sweden
10925,1998-03-04 00:00:00.000,Brazil
10926,1998-03-04 00:00:00.000,Mexico
10927,1998-03-05 00:00:00.000,France
10928,1998-03-05 00:00:00.000,Spain
10929,1998-03-05 00:00:00.000,Germany
10930,1998-03-06 00:00:00.000,Belgium
10931,1998-03-06 00:00:00.000,Switzerland
10932,1998-03-06 00:00:00.000,France
10933,1998-03-06 00:00:00.000,UK
10934,1998-03-09 00:00:00.000,Germany
10935,1998-03-09 00:00:00.000,Brazil
10936,1998-03-09 00:00:00.000,USA
10937,1998-03-10 00:00:00.000,Argentina
10938,1998-03-10 00:00:00.000,Germany
10939,1998-03-10 00:00:00.000,Italy
10940,1998-03-11 00:00:00.000,France
10941,1998-03-11 00:00:00.000,USA
10942,1998-03-11 00:00:00.000,Italy
10943,1998-03-11 00:00:00.000,UK
10944,1998-03-12 00:00:00.000,Canada
10945,1998-03-12 00:00:00.000,Germany
10946,1998-03-12 00:00:00.000,Denmark
10947,1998-03-13 00:00:00.000,UK
10948,1998-03-13 00:00:00.000,Spain
10949,1998-03-13 00:00:00.000,Canada
10950,1998-03-16 00:00:00.000,Italy
10951,1998-03-16 00:00:00.000,Switzerland
10952,1998-03-16 00:00:00.000,Germany
10953,1998-03-16 00:00:00.000,UK
10954,1998-03-17 00:00:00.000,Venezuela
10955,1998-03-17 00:00:00.000,Sweden
10956,1998-03-17 00:00:00.000,Germany
10957,1998-03-18 00:00:00.000,Venezuela
10958,1998-03-18 00:00:00.000,Argentina
10959,1998-03-18 00:00:00.000,Brazil
10960,1998-03-19 00:00:00.000,Venezuela
10961,1998-03-19 00:00:00.000,Brazil
10962,1998-03-19 00:00:00.000,Germany
10963,1998-03-19 00:00:00.000,Portugal
10964,1998-03-20 00:00:00.000,France
10965,1998-03-20 00:00:00.000,USA
10966,1998-03-20 00:00:00.000,Switzerland
10967,1998-03-23 00:00:00.000,Germany
10968,1998-03-23 00:00:00.000,Austria
10969,1998-03-23 00:00:00.000,Brazil
10970,1998-03-24 00:00:00.000,Spain
10971,1998-03-24 00:00:00.000,France
10972,1998-03-24 00:00:00.000,France
10973,1998-03-24 00:00:00.000,France
10974,1998-03-25 00:00:00.000,USA
10975,1998-03-25 00:00:00.000,Canada
10976,1998-03-25 00:00:00.000,Venezuela
10977,1998-03-26 00:00:00.000,Sweden
10978,1998-03-26 00:00:00.000,Belgium
10979,1998-03-26 00:00:00.000,Austria
10980,1998-03-27 00:00:00.000,Sweden
10981,1998-03-27 00:00:00.000,Brazil
10982,1998-03-27 00:00:00.000,Canada
10983,1998-03-27 00:00:00.000,USA
10984,1998-03-30 00:00:00.000,USA
10985,1998-03-30 00:00:00.000,Ireland
10986,1998-03-30 00:00:00.000,Argentina
10987,1998-03-31 00:00:00.000,UK
10988,1998-03-31 00:00:00.000,USA
10989,1998-03-31 00:00:00.000,Brazil
10990,1998-04-01 00:00:00.000,Austria
10991,1998-04-01 00:00:00.000,Germany
10992,1998-04-01 00:00:00.000,USA
10993,1998-04-01 00:00:00.000,Sweden
10994,1998-04-02 00:00:00.000,Denmark
10995,1998-04-02 00:00:00.000,Mexico
10996,1998-04-02 00:00:00.000,Germany
10997,1998-04-03 00:00:00.000,Venezuela
10998,1998-04-03 00:00:00.000,Poland
10999,1998-04-03 00:00:00.000,Germany
11000,1998-04-06 00:00:00.000,USA
11001,1998-04-06 00:00:00.000,Sweden
11002,1998-04-06 00:00:00.000,USA
11003,1998-04-06 00:00:00.000,USA
11004,1998-04-07 00:00:00.000,Belgium
11005,1998-04-07 00:00:00.000,Finland
11006,1998-04-07 00:00:00.000,USA
11007,1998-04-08 00:00:00.000,Portugal
11008,1998-04-08 00:00:00.000,Austria
11009,1998-04-08 00:00:00.000,Spain
11010,1998-04-09 00:00:00.000,Italy
11011,1998-04-09 00:00:00.000,Germany
11012,1998-04-09 00:00:00.000,Germany
11013,1998-04-09 00:00:00.000,Spain
11014,1998-04-10 00:00:00.000,Venezuela
11015,1998-04-10 00:00:00.000,Norway
11016,1998-04-10 00:00:00.000,UK
11017,1998-04-13 00:00:00.000,Austria
11018,1998-04-13 00:00:00.000,USA
11019,1998-04-13 00:00:00.000,Argentina
11020,1998-04-14 00:00:00.000,Germany
11021,1998-04-14 00:00:00.000,Germany
11022,1998-04-14 00:00:00.000,Brazil
11023,1998-04-14 00:00:00.000,UK
11024,1998-04-15 00:00:00.000,UK
11025,1998-04-15 00:00:00.000,Finland
11026,1998-04-15 00:00:00.000,Italy
11027,1998-04-16 00:00:00.000,Canada
11028,1998-04-16 00:00:00.000,Germany
11029,1998-04-16 00:00:00.000,Switzerland
11030,1998-04-17 00:00:00.000,USA
11031,1998-04-17 00:00:00.000,USA
11032,1998-04-17 00:00:00.000,USA
11033,1998-04-17 00:00:00.000,Switzerland
11034,1998-04-20 00:00:00.000,USA
11035,1998-04-20 00:00:00.000,Belgium
11036,1998-04-20 00:00:00.000,Germany
11037,1998-04-21 00:00:00.000,Spain
11038,1998-04-21 00:00:00.000,Belgium
11039,1998-04-21 00:00:00.000,Venezuela
11040,1998-04-22 00:00:00.000,USA
11041,1998-04-22 00:00:00.000,Switzerland
11042,1998-04-22 00:00:00.000,Brazil
11043,1998-04-22 00:00:00.000,France
11044,1998-04-23 00:00:00.000,Poland
11045,1998-04-23 00:00:00.000,Canada
11046,1998-04-23 00:00:00.000,Germany
11047,1998-04-24 00:00:00.000,UK
11048,1998-04-24 00:00:00.000,Canada
11049,1998-04-24 00:00:00.000,Brazil
11050,1998-04-27 00:00:00.000,Sweden
11051,1998-04-27 00:00:00.000,France
11052,1998-04-27 00:00:00.000,Brazil
11053,1998-04-27 00:00:00.000,Austria
11054,1998-04-28 00:00:00.000,Argentina
11055,1998-04-28 00:00:00.000,Venezuela
11056,1998-04-28 00:00:00.000,UK
11057,1998-04-29 00:00:00.000,UK
11058,1998-04-29 00:00:00.000,Germany
11059,1998-04-29 00:00:00.000,Brazil
11060,1998-04-30 00:00:00.000,Italy
11061,1998-04-30 00:00:00.000,USA
11062,1998-04-30 00:00:00.000,Italy
11063,1998-04-30 00:00:00.000,Ireland
11064,1998-05-01 00:00:00.000,USA
11065,1998-05-01 00:00:00.000,Venezuela
11066,1998-05-01 00:00:00.000,USA
11067,1998-05-04 00:00:00.000,Germany
11068,1998-05-04 00:00:00.000,Brazil
11069,1998-05-04 00:00:00.000,Mexico
11070,1998-05-05 00:00:00.000,Germany
11071,1998-05-05 00:00:00.000,Venezuela
11072,1998-05-05 00:00:00.000,Austria
11073,1998-05-05 00:00:00.000,Mexico
11074,1998-05-06 00:00:00.000,Denmark
11075,1998-05-06 00:00:00.000,Switzerland
11076,1998-05-06 00:00:00.000,France
11077,1998-05-06 00:00:00.000,USA
