orderID,productID,quantity
11021,26,63
11021,51,44
11021,72,35
11022,19,35
11022,69,30
11023,7,4
11023,43,30
11024,26,12
11024,33,30
11024,65,21
11024,71,50
11025,1,10
11025,13,20
11026,18,8
11026,51,10
11027,24,30
11027,62,21
11028,55,35
11028,59,24
11029,56,20
11029,63,12
11030,2,100
11030,5,70
11030,29,60
11030,59,100
11031,1,45
11031,13,80
11031,24,21
11031,64,20
11031,71,16
11032,36,35
11032,38,25
11032,59,30
11033,53,70
11033,69,36
11034,21,15
11034,44,12
11034,61,6
11035,1,10
11035,35,60
11035,42,30
11035,54,10
11036,13,7
11036,59,30
11037,70,4
11038,40,5
11038,52,2
11038,71,30
11039,28,20
11039,35,24
11039,49,60
11039,57,28
11040,21,20
11041,2,30
11041,63,30
11042,44,15
11042,61,4
11043,11,10
11044,62,12
11045,33,15
11045,51,24
11046,12,20
11046,32,15
11046,35,18
11047,1,25
11047,5,30
11048,68,42
11049,2,10
11049,12,4
11050,76,50
11051,24,10
11052,43,30
11052,61,10
11053,18,35
11053,32,20
11053,64,25
11054,33,10
11054,67,20
11055,24,15
11055,25,15
11055,51,20
11055,57,20
11056,7,40
11056,55,35
11056,60,50
11057,70,3
11058,21,3
11058,60,21
11058,61,4
11059,13,30
11059,17,12
11059,60,35
11060,60,4
11060,77,10
11061,60,15
11062,53,10
11062,70,12
11063,34,30
11063,40,40
11063,41,30
11064,17,77
11064,41,12
11064,53,25
11064,55,4
11064,68,55
11065,30,4
11065,54,20
11066,16,3
11066,19,42
11066,34,35
11067,41,9
11068,28,8
11068,43,36
11068,77,28
11069,39,20
11070,1,40
11070,2,20
11070,16,30
11070,31,20
11071,7,15
11071,13,10
11072,2,8
11072,41,40
11072,50,22
11072,64,130
11073,11,10
11073,24,20
11074,16,14
11075,2,10
11075,46,30
11075,76,2
11076,6,20
11076,14,20
11076,19,10
11077,2,24
11077,3,4
11077,4,1
11077,6,1
11077,7,1
11077,8,2
11077,10,1
11077,12,2
11077,13,4
11077,14,1
11077,16,2
11077,20,1
11077,23,2
11077,32,1
11077,39,2
11077,41,3
11077,46,3
11077,52,2
11077,55,2
11077,60,2
11077,64,2
11077,66,1
11077,73,2
11077,75,4
11077,77,2
